"","GSM812988","GSM812989","GSM812990","GSM812991","GSM812992","GSM812993","GSM812994","GSM812995","GSM812996","GSM812997","GSM812998","GSM812999","GSM813000","GSM813001","GSM813002","GSM813003","GSM813004","GSM813005"
"SLC4A7",2.9733616520714,2.91321571953706,2.5551964973487,2.91447784438432,2.53141864257747,2.48971889465926,2.54929187697097,2.36115943607917,2.60326907610928,2.8179719178381,2.87154049303014,2.75140180435328,3.02563233153788,3.16110664253027,2.92719104798457,3.05215640830456,3.02625863734113,2.838017089845
"RNF125",3.07420090377558,3.12448480450014,2.75876687170375,2.85197945451424,3.07515316787446,3.03273439636836,2.94877575432024,2.93915227796087,3.05783615232776,2.63428982917423,2.71285260352268,2.52516534162524,2.67563146212601,2.69708010072446,2.64056609717903,2.47833247832841,2.58379200034091,2.48686365400001
"CDC14B",2.14037817872308,2.15617750966356,2.81299225095484,2.95222880874046,2.74444400831909,2.36395572345674,2.3958927960593,2.33318727266074,2.43282501664549,3.05388271132373,2.90455654394024,2.69736550220807,2.84524213700118,2.91542643889874,2.88998044103897,2.96411172825081,2.95174089587237,2.77221864842224
"KLHDC10",2.72610620049027,2.52288762081965,2.39221079680513,2.73436495782095,2.1208678073675,2.33254611360822,2.74640414138454,2.38387927126806,2.46749965075022,2.70756962594899,2.90190449905463,2.87110752860011,2.99493447134777,2.85053301790982,3.05217780199956,2.89758663084164,3.00219429261862,2.86732441094282
"KLHDC10",2.34066167341406,2.39348182595167,2.73977877392156,2.60953750157742,2.15816249704923,2.76063868194865,2.59609575050258,2.79150716634758,2.38725499648635,2.86506699704513,2.95212777193475,2.64771651985882,2.86640556779333,2.84790934032352,2.98685104938932,2.93928714331519,3.01443403198094,2.92645493454408
"NFIB",2.00834668587096,2.04038818810977,2.94725133402722,2.86379714658609,2.7614612373792,2.26306746721632,2.05570273005001,2.9033730599531,2.7782096279247,3.01878993549349,2.97857639233512,2.81435579518221,2.99178666543255,2.95716204713909,2.98716458066244,3.01053513262641,2.96819842009193,3.11754045991972
"TPM4",3.03443090599486,3.07722009340282,2.91071846509995,2.97902512390393,3.05915727421103,2.46328005077463,2.28170092038024,2.84772316927796,2.89209662779878,2.47851395166612,2.31435748873616,2.64145007742852,2.53675293495071,2.28354134834963,2.35777352926773,2.10640125532367,2.02382770298435,2.08174387995854
"SLC19A2",2.48892858052203,2.48468287456829,2.87316708847237,2.69268919842827,2.28375616392645,2.70626309595969,2.71146649298704,2.30921403007245,2.72040806115205,3.00623823206415,2.99233084358009,2.99930445335008,2.92131692647361,2.98305889935918,2.97826721340836,3.01825440198123,2.93311653102251,2.94954819267749
"SPP1",2.6921941697378,2.82953136078684,2.80082495546544,2.85237145190509,2.55243732559604,2.49517963958723,2.64540077756892,2.78360563086189,2.87069179202716,2.47904141500667,2.50818167445601,3.04639082590197,2.44871360000934,2.3593243747517,2.52627793719733,2.16788551335005,2.32156044935091,2.38342948041052
"MS4A3",2.14434173282139,2.47706230276937,2.04171609179789,2.48661012457359,2.41574352571548,2.94557811489555,2.56042834319521,2.12486904422839,2.12122333305458,2.23754566922101,2.23632729212963,2.00530584118367,2.43556699152536,2.02038947672069,2.13156610866001,2.18635856309581,1.9556602286451,1.97295837947121
"VEGFA",2.12277077237646,2.26365342963282,2.82760341703689,1.9682522511022,2.27752925971179,2.68709205093467,2.06117687953983,2.44314831083997,3.04566942255817,2.57101221637624,2.09152991611668,2.71706088810139,2.70568844922865,2.70043416930334,2.95908090900409,2.71874717014687,2.70702333852296,3.01060459257089
"RAD52",2.2024910691163,2.15859425899446,2.47764857698269,2.00283283404629,2.10811325100351,2.38868881339217,2.00118504780999,1.94518891627355,1.90012989158843,2.81680529384771,2.48266348238701,2.4547957503011,2.33043362876223,2.52472467595038,2.54295062479536,2.50833965401187,2.54493637431886,2.57917942388247
"ARHGAP32",2.77051193535072,2.94599341898026,2.86363937728178,2.64418554830832,2.64140221481791,2.76183415908254,2.30214062248523,2.73654318335959,2.91781801368063,2.53004451570912,2.41687270198482,2.32148944891737,2.38896455361969,2.24910609340916,2.5437843935839,2.22634976296482,2.35899426001221,2.35516797045953
"NUDT3",2.69101997361061,2.61757049079565,2.65281824794892,2.77622024144208,2.72254974207244,2.54614622465371,2.43445876356147,2.44491853603279,2.47632568969183,2.99545412698788,3.04408806067574,2.65169075682742,3.16396543947796,3.21321194981367,3.07003599609191,3.13140279765196,3.13117393358265,2.78498424295803
"TCF7L2",2.66098906626733,2.79404586510933,2.93847286897412,2.73876092049278,2.87180501845279,2.29019081699382,2.82383392258164,2.45911786392802,2.75116932478252,2.91431652701127,3.05519634851291,2.98141210749684,3.20419722749091,3.19238372358934,3.13859447717112,3.03363302502664,3.19023556959977,3.08864231379579
"UBXN7",3.08766514382907,2.96544686231495,2.95319761983178,3.05301121342591,2.39433496006821,3.02192366093763,2.38701754326323,2.89246777330514,2.61578892965907,3.11139527980556,3.13642027617972,2.93411921038539,3.16923667172812,3.19362257836226,3.23102052412494,3.16438436531723,3.22504952972908,3.04991091608133
"LRRC8B",2.07902441332858,2.3326122758503,2.34012412452038,2.31491023168571,1.98523846264968,2.8141945763252,1.73869521391862,1.88013968564314,2.58600447152156,2.30094546050783,2.6380019903375,2.254746104509,2.50944578690071,2.67621572130053,2.61238387673366,2.58253023177063,2.59574544204104,2.65228685570852
"ACKR3",2.61743907762528,2.60070601714215,2.91038902166883,2.95507785344321,2.70684679464314,2.9176839901423,2.73507370238209,2.99407134259912,3.04445287519637,3.14483474042069,3.29100511033928,3.12399389399543,3.22021617562317,3.26174141228646,3.15817833491245,3.21127640371725,3.32283771583083,3.29291394114555
