"","GSM812988","GSM812989","GSM812990","GSM812991","GSM812992","GSM812993","GSM812994","GSM812995","GSM812996","GSM812997","GSM812998","GSM812999","GSM813000","GSM813006","GSM813007","GSM813008","GSM813009","GSM813010","GSM813011","GSM813012","GSM813013"
"MFSD4A",2.03731579675583,1.92495992407045,2.4380130693802,2.16690018807021,2.84795342467416,2.17870062043767,2.1368236574871,2.08534476871227,1.85574298333322,2.67424662688186,2.54447475268872,2.29971356006424,2.60013056859621,2.56163725085796,2.58909638588174,2.96547290593048,2.77570419031941,2.38006473598685,2.7426724139268,2.54708528418961,2.64365096623626
"KBTBD7",2.11917321377731,2.26037198167496,2.4768078224067,2.26717590339172,2.43453482470308,2.0615463847443,2.18519038120707,2.66556945852693,2.17111521465561,2.54389374513411,2.60013009272733,2.50503877684823,2.48093512156948,2.59620430976981,3.08928610383078,2.75679039039562,2.62444976700964,2.6942530690506,2.64793612766145,2.48745213381434,2.70191739062098
"PSTK",2.80890230980014,2.58672992133175,2.87301703618537,2.85988509046072,2.35141094742727,2.87031835530546,3.0409530821647,2.84130956809075,2.46129149587698,2.74750641976955,2.60763852926585,2.60088771509236,2.35573235805065,2.5745513262349,2.29014863755539,2.37098696811043,2.33426677696105,2.65411126465149,2.09281565079379,2.62004394897882,2.43922072243489
"TRIM13",3.01079755909219,2.94881349852458,2.79133753852593,2.4178851818564,2.52539289098903,3.04802740531895,2.21693718324121,2.4762982084579,2.84056132372648,2.99383030566742,3.01929092797444,2.93061680836549,3.00727337612424,3.08872320601687,3.22654182238702,3.0835025591888,3.21393777144794,3.27930279804237,2.96081989943078,2.95607989151391,3.12505624751701
"SHISA2",1.88533851618935,2.06589486572849,2.23720850730179,3.17190894536725,3.03156987602428,3.02737489860946,2.10382558684908,3.24350229017405,3.33149599048594,2.30818086204338,2.36870773507281,2.38232417420855,2.43305718662639,2.19795563558365,1.8811540067634,2.00887623070208,2.02077881958491,1.86002836764622,1.95360347362933,2.31615819924495,2.39525423189973
"ST8SIA4",2.42884373161232,2.48813911891196,2.49960253731081,2.00401843553377,2.74150387577654,2.2333463344481,1.85104898338192,2.8900259831064,2.81697584355738,2.92221098104871,2.85211113116491,2.85615747059484,2.84572407473366,2.94711197319501,3.00084228797972,3.10359381616688,2.92826134686402,3.15139775589697,2.91638071635974,2.80167437395535,2.92828105794358
"CYSLTR1",2.55280961800433,2.84317647249732,2.83635439388595,3.00683819275472,3.03316606881328,2.23036227909151,2.67501872918707,2.6671073399756,3.11061580982257,2.70178013578146,2.74924462695265,2.76789289741766,2.7978393327336,2.95022838049314,3.09374557151996,2.91718597025644,3.06214554934444,3.14229530523273,3.07912308871127,3.03007806540415,3.08522203923438
"STOX2",1.92885047814683,1.66817450713347,1.98310816460798,2.29460163535301,2.51234902362334,2.43433892576737,1.78668542987865,2.29582586064347,2.32684592992437,2.72603947891823,2.91879265079873,2.1861154283714,2.46804471459212,2.8115452184955,2.18077102683689,2.94862682324535,2.83672965711717,2.70417390293937,2.79540103358768,2.72840076482846,2.66282711485888
"MIR3142HG",2.45057704407069,2.61184587403537,2.54052850381897,2.23213115982201,2.41010742119918,2.8986143013183,2.00810712578284,2.2474688153705,2.82272872054236,2.90303364113744,2.90617984516253,2.73408114563976,2.88891543675455,2.8768000062574,3.03700190487888,2.76959022748768,2.92668415652174,2.92525433996274,2.86388236654588,2.90794587761433,3.02914081291343
"ZNF792",2.66932979037773,2.9372200814779,2.64998832742566,2.29308026788656,2.56068756746122,2.75709068452193,2.29979150029394,2.8299867209541,2.64173606389858,2.92873490686709,2.7848508999504,2.85267386843747,2.59641257753782,2.98495950042648,2.80701873494576,3.13664273219974,2.95817229256896,2.96870199337293,2.86142919054942,2.88460260949714,2.92291197696322
"HCFC2",2.40653939124191,2.12688136376734,2.14340909297698,2.20373020412779,1.9926016774843,2.32404672313244,2.39038951902572,1.78386185122328,2.42831367069003,2.52569230930643,2.48989354807971,2.44669823569916,2.55892637153036,2.61381804188837,2.79874607663719,2.7418696982856,2.37299888726252,2.51501146913314,2.61957757879055,2.40485926311336,2.62669284180769
"PIGM",2.86165945232702,2.70827862956756,2.717136363392,2.5902918192299,2.3492489173952,2.43327756659773,2.33142117765674,2.2974359055063,2.65416077018398,3.09661202511652,2.99316946599513,2.97226547952321,2.87446944580134,3.01561103372616,2.8400184224563,2.89726288883948,2.89430965121061,3.00871473475095,2.94234221615162,2.99788616628698,3.01443724572655
"FBXL3",2.36295654966248,2.56674161730094,2.37557914167332,2.72430494393874,2.31338111624892,2.45663164878558,2.57898193293341,2.49142727815824,2.45730378004617,2.64381579374803,2.52222703391217,2.44633670090992,2.31847419137084,2.29200660769209,1.90534781854181,2.01078950441965,2.00353639647648,2.23733395787386,2.31094586717047,2.35597952524504,2.52585840329814
"DHFR2",2.37048208492486,2.40841052093541,2.30844417465553,1.94652538777171,2.53989604154312,2.77297911969393,2.19826657333498,2.52533350105908,1.90909411941726,2.66200195817575,2.51471335990913,2.71240516924308,2.75844965676214,2.76735605952579,2.70775712295405,2.88089451970957,2.623316032923,2.92540855192221,2.73007472172338,2.44738849959705,2.64592802728865
"TRIP11",2.61650991070367,2.64383426064344,2.39732079667518,2.7406502168143,2.72392131926244,2.27723018410529,2.34182524914886,2.29940498090453,2.52460157633358,2.87469389852233,2.98807058143098,2.77803001606425,2.6859235579181,2.61727755702764,3.05323352581677,2.89224548610314,3.05971504117584,2.98468886828087,2.69509919844964,2.82497798057577,2.86482381113847
"GIPC2",2.0586981617724,1.66466305221168,2.26607288593823,2.40705112700116,2.33376490220939,2.04872688360645,2.08700619844128,2.00082570657495,1.85703985205758,2.33212988066057,2.3724130754329,2.07546006674492,2.17143519334928,2.47801478031152,1.98459336037469,3.01610350107704,2.64204880392375,2.73470723605178,2.26667681675418,2.6731296578121,2.66002385440652
"MIR646HG",2.14411164845841,2.24703033380595,2.02691193025354,2.38021992762947,2.24500697436048,2.25695206412282,2.33996797845526,2.21073889685588,2.02746053855015,2.92272667620076,2.79841078053433,2.23591358732925,2.43645610629436,2.27958985623536,2.72193497125018,2.6179916845409,2.53904785893919,2.90006514707039,2.52830750909051,2.75367726818237,2.7680208277226
"FIGN",1.92519888040058,1.97662978566675,2.01489905795139,1.87479106529338,2.79714063513055,2.22675635613123,2.05570273005001,1.85575773155775,1.93229971047177,2.01755744788466,1.84762817070402,1.66330727050273,1.88151270747576,2.67342051481132,2.68324931796821,2.68521155483482,2.51930965576287,2.97288469425636,2.8118386448619,2.28416407732681,2.49369779667985
"FIGN",1.76020220728007,1.67345918578105,2.01382525516697,1.61052101323137,2.81656837442162,1.84493795765197,2.20213244568338,1.83543218092136,1.76805852687354,2.52200350577624,1.58850813179717,1.59007643638279,1.75268951247772,2.88979456000119,3.09869477012958,3.04183697268911,2.75196966832889,3.14410838458648,3.01716901660953,2.31169550072995,2.68344337104929
"AL603750.1",2.13150223518472,2.12745961765138,2.34904845007808,2.18819358955371,2.0358702024938,2.2778937207823,2.11350648230383,2.02167337667869,1.92633841206066,2.79609932770343,2.46410676119834,2.42363625408634,2.39191643523617,2.49707452778382,2.80800790291681,2.88545781176915,2.53802009095555,2.51427832797135,2.66311914506409,2.41660548757716,2.56797760733571
"DNAJC3-DT",2.3644365604426,2.289242809404,2.56696976367558,2.1015119176476,2.94758481006421,1.88384169983583,2.47047725589282,2.21905976233134,2.82337702358738,2.76559712035902,2.78650373371393,2.60426351201566,2.78877068305781,2.78201890077036,2.69201312269148,3.06171071329569,2.88311910907665,2.87988099604322,2.80472744421366,2.80945519310665,2.86429313540929
"RASSF9",1.8675956405972,1.74102898781811,1.95427300387825,1.76549146486252,1.94798476741214,1.84315295004808,2.23368593376396,2.04523256239172,1.8355958945291,1.93669672909975,1.93848905357817,2.21201363083587,2.33246333492864,2.69512437194335,2.75538968635812,2.59557980338384,2.55422487827062,2.76337056650238,2.53781812633128,2.30558565372651,2.5339226068042
"BMPR1B",2.30101045314044,2.33424989803644,2.47615794230778,2.32468591001745,2.23681219542313,2.36653344431,2.1634356129941,1.95140315682507,2.41689215347726,2.35652613010377,2.6507788022142,2.14300836562572,2.66455064998907,2.70671221790169,2.33460746014997,2.871500869174,2.53130609527824,2.67620059856313,2.81433261851643,2.57880349182386,2.70992118065051
"FIGN",1.98173869414275,2.00787613497694,2.10554935586603,1.85508952553999,2.75656219336364,2.06752410892424,1.91571668862217,1.88304010264217,1.99684715414104,2.56546484150684,1.88999445413592,1.88628167767064,1.91601337896925,3.09904115317046,3.04378806015994,3.18347508083754,2.95789881616848,3.31006900808786,3.09236560483274,2.78937703640678,2.94616545990537
"GART",2.14225200384766,2.13194764438598,2.4113199379647,2.41830087869709,1.96194146394956,1.89085249694441,2.03586879522602,1.82397226799858,1.70327836701504,2.42683849771731,2.49106010147506,2.45973507729505,2.63608676478191,2.68066192149265,2.6409223448529,2.11318039519771,2.36837221696284,2.43705538303224,2.73384954475445,2.66943070893306,2.6617384284563
"ITIH4",2.88662545033346,2.95679175619364,2.81134031890406,2.70741722527232,2.95937994430062,2.84852940319025,2.57570272536224,2.82851764814681,2.29024833242258,2.79977781032514,2.93687892549736,2.78022084658941,2.83053908849214,2.52929523510912,2.68272497460029,2.28034615636397,2.40920707415534,2.13724447115649,2.46566996496612,2.61888678289076,2.5547921652647
